class1,receptor1_name_short,receptor1_name,receptor1_entry_name,class2,receptor2_name_short,receptor2_name,receptor2_entry_name,identity,similarity
A (Rhodopsin),&alpha;<sub>1D</sub>,&alpha;<sub>1D</sub>-adrenoceptor,ada1d_human,T (Taste 2),TAS2R31,TAS2R31,t2r31_human,9,26
A (Rhodopsin),&alpha;<sub>1D</sub>,&alpha;<sub>1D</sub>-adrenoceptor,ada1d_human,T (Taste 2),TAS2R38,TAS2R38,t2r38_human,9,26
A (Rhodopsin),&alpha;<sub>1D</sub>,&alpha;<sub>1D</sub>-adrenoceptor,ada1d_human,T (Taste 2),TAS2R39,TAS2R39,t2r39_human,10,26
A (Rhodopsin),&alpha;<sub>1D</sub>,&alpha;<sub>1D</sub>-adrenoceptor,ada1d_human,T (Taste 2),TAS2R40,TAS2R40,t2r40_human,8,24
A (Rhodopsin),&alpha;<sub>1D</sub>,&alpha;<sub>1D</sub>-adrenoceptor,ada1d_human,T (Taste 2),TAS2R41,TAS2R41,t2r41_human,11,27
A (Rhodopsin),&alpha;<sub>1D</sub>,&alpha;<sub>1D</sub>-adrenoceptor,ada1d_human,T (Taste 2),TAS2R42,TAS2R42,t2r42_human,9,27
A (Rhodopsin),&alpha;<sub>1D</sub>,&alpha;<sub>1D</sub>-adrenoceptor,ada1d_human,T (Taste 2),TAS2R43,TAS2R43,t2r43_human,9,27
A (Rhodopsin),&alpha;<sub>1D</sub>,&alpha;<sub>1D</sub>-adrenoceptor,ada1d_human,T (Taste 2),TAS2R45,TAS2R45,t2r45_human,9,28
A (Rhodopsin),&alpha;<sub>1D</sub>,&alpha;<sub>1D</sub>-adrenoceptor,ada1d_human,T (Taste 2),TAS2R46,TAS2R46,t2r46_human,9,26
A (Rhodopsin),&alpha;<sub>1D</sub>,&alpha;<sub>1D</sub>-adrenoceptor,ada1d_human,T (Taste 2),TAS2R50,TAS2R50,t2r50_human,10,27
A (Rhodopsin),&alpha;<sub>1D</sub>,&alpha;<sub>1D</sub>-adrenoceptor,ada1d_human,T (Taste 2),TAS2R60,TAS2R60,t2r60_human,11,26
A (Rhodopsin),&alpha;<sub>2A</sub>,&alpha;<sub>2A</sub>-adrenoceptor,ada2a_human,T (Taste 2),TAS2R1,TAS2R1,ta2r1_human,13,28
A (Rhodopsin),&alpha;<sub>2A</sub>,&alpha;<sub>2A</sub>-adrenoceptor,ada2a_human,T (Taste 2),TAS2R3,TAS2R3,ta2r3_human,9,25
A (Rhodopsin),&alpha;<sub>2A</sub>,&alpha;<sub>2A</sub>-adrenoceptor,ada2a_human,T (Taste 2),TAS2R4,TAS2R4,ta2r4_human,11,28
A (Rhodopsin),&alpha;<sub>2A</sub>,&alpha;<sub>2A</sub>-adrenoceptor,ada2a_human,T (Taste 2),TAS2R5,TAS2R5,ta2r5_human,10,28
A (Rhodopsin),&alpha;<sub>2A</sub>,&alpha;<sub>2A</sub>-adrenoceptor,ada2a_human,T (Taste 2),TAS2R7,TAS2R7,ta2r7_human,15,28
A (Rhodopsin),&alpha;<sub>2A</sub>,&alpha;<sub>2A</sub>-adrenoceptor,ada2a_human,T (Taste 2),TAS2R8,TAS2R8,ta2r8_human,9,27
A (Rhodopsin),&alpha;<sub>2A</sub>,&alpha;<sub>2A</sub>-adrenoceptor,ada2a_human,T (Taste 2),TAS2R9,TAS2R9,ta2r9_human,13,31
A (Rhodopsin),&alpha;<sub>2A</sub>,&alpha;<sub>2A</sub>-adrenoceptor,ada2a_human,T (Taste 2),TAS2R10,TAS2R10,t2r10_human,10,25
A (Rhodopsin),&alpha;<sub>2A</sub>,&alpha;<sub>2A</sub>-adrenoceptor,ada2a_human,T (Taste 2),TAS2R13,TAS2R13,t2r13_human,8,26
A (Rhodopsin),&alpha;<sub>2A</sub>,&alpha;<sub>2A</sub>-adrenoceptor,ada2a_human,T (Taste 2),TAS2R14,TAS2R14,t2r14_human,9,26
A (Rhodopsin),&alpha;<sub>2A</sub>,&alpha;<sub>2A</sub>-adrenoceptor,ada2a_human,T (Taste 2),TAS2R16,TAS2R16,t2r16_human,9,26
A (Rhodopsin),&alpha;<sub>2A</sub>,&alpha;<sub>2A</sub>-adrenoceptor,ada2a_human,T (Taste 2),TAS2R19,TAS2R19,t2r19_human,8,24
A (Rhodopsin),&alpha;<sub>2A</sub>,&alpha;<sub>2A</sub>-adrenoceptor,ada2a_human,T (Taste 2),TAS2R20,TAS2R20,t2r20_human,8,24
A (Rhodopsin),&alpha;<sub>2A</sub>,&alpha;<sub>2A</sub>-adrenoceptor,ada2a_human,T (Taste 2),TAS2R30,TAS2R30,t2r30_human,8,26
A (Rhodopsin),&alpha;<sub>2A</sub>,&alpha;<sub>2A</sub>-adrenoceptor,ada2a_human,T (Taste 2),TAS2R31,TAS2R31,t2r31_human,9,26
A (Rhodopsin),&alpha;<sub>2A</sub>,&alpha;<sub>2A</sub>-adrenoceptor,ada2a_human,T (Taste 2),TAS2R38,TAS2R38,t2r38_human,11,25
A (Rhodopsin),&alpha;<sub>2A</sub>,&alpha;<sub>2A</sub>-adrenoceptor,ada2a_human,T (Taste 2),TAS2R39,TAS2R39,t2r39_human,10,24
A (Rhodopsin),&alpha;<sub>2A</sub>,&alpha;<sub>2A</sub>-adrenoceptor,ada2a_human,T (Taste 2),TAS2R40,TAS2R40,t2r40_human,9,25
A (Rhodopsin),&alpha;<sub>2A</sub>,&alpha;<sub>2A</sub>-adrenoceptor,ada2a_human,T (Taste 2),TAS2R41,TAS2R41,t2r41_human,12,28
A (Rhodopsin),&alpha;<sub>2A</sub>,&alpha;<sub>2A</sub>-adrenoceptor,ada2a_human,T (Taste 2),TAS2R42,TAS2R42,t2r42_human,11,26
A (Rhodopsin),&alpha;<sub>2A</sub>,&alpha;<sub>2A</sub>-adrenoceptor,ada2a_human,T (Taste 2),TAS2R43,TAS2R43,t2r43_human,8,27
A (Rhodopsin),&alpha;<sub>2A</sub>,&alpha;<sub>2A</sub>-adrenoceptor,ada2a_human,T (Taste 2),TAS2R45,TAS2R45,t2r45_human,9,28
A (Rhodopsin),&alpha;<sub>2A</sub>,&alpha;<sub>2A</sub>-adrenoceptor,ada2a_human,T (Taste 2),TAS2R46,TAS2R46,t2r46_human,8,25
A (Rhodopsin),&alpha;<sub>2A</sub>,&alpha;<sub>2A</sub>-adrenoceptor,ada2a_human,T (Taste 2),TAS2R50,TAS2R50,t2r50_human,10,25
A (Rhodopsin),&alpha;<sub>2A</sub>,&alpha;<sub>2A</sub>-adrenoceptor,ada2a_human,T (Taste 2),TAS2R60,TAS2R60,t2r60_human,10,26
A (Rhodopsin),&alpha;<sub>2B</sub>,&alpha;<sub>2B</sub>-adrenoceptor,ada2b_human,T (Taste 2),TAS2R1,TAS2R1,ta2r1_human,12,26
A (Rhodopsin),&alpha;<sub>2B</sub>,&alpha;<sub>2B</sub>-adrenoceptor,ada2b_human,T (Taste 2),TAS2R3,TAS2R3,ta2r3_human,11,24
A (Rhodopsin),&alpha;<sub>2B</sub>,&alpha;<sub>2B</sub>-adrenoceptor,ada2b_human,T (Taste 2),TAS2R4,TAS2R4,ta2r4_human,11,27
A (Rhodopsin),&alpha;<sub>2B</sub>,&alpha;<sub>2B</sub>-adrenoceptor,ada2b_human,T (Taste 2),TAS2R5,TAS2R5,ta2r5_human,9,26
A (Rhodopsin),&alpha;<sub>2B</sub>,&alpha;<sub>2B</sub>-adrenoceptor,ada2b_human,T (Taste 2),TAS2R7,TAS2R7,ta2r7_human,14,27
A (Rhodopsin),&alpha;<sub>2B</sub>,&alpha;<sub>2B</sub>-adrenoceptor,ada2b_human,T (Taste 2),TAS2R8,TAS2R8,ta2r8_human,11,26
A (Rhodopsin),&alpha;<sub>2B</sub>,&alpha;<sub>2B</sub>-adrenoceptor,ada2b_human,T (Taste 2),TAS2R9,TAS2R9,ta2r9_human,13,30
A (Rhodopsin),&alpha;<sub>2B</sub>,&alpha;<sub>2B</sub>-adrenoceptor,ada2b_human,T (Taste 2),TAS2R10,TAS2R10,t2r10_human,11,25
A (Rhodopsin),&alpha;<sub>2B</sub>,&alpha;<sub>2B</sub>-adrenoceptor,ada2b_human,T (Taste 2),TAS2R13,TAS2R13,t2r13_human,10,27
A (Rhodopsin),&alpha;<sub>2B</sub>,&alpha;<sub>2B</sub>-adrenoceptor,ada2b_human,T (Taste 2),TAS2R14,TAS2R14,t2r14_human,9,26
A (Rhodopsin),&alpha;<sub>2B</sub>,&alpha;<sub>2B</sub>-adrenoceptor,ada2b_human,T (Taste 2),TAS2R16,TAS2R16,t2r16_human,9,24
A (Rhodopsin),&alpha;<sub>2B</sub>,&alpha;<sub>2B</sub>-adrenoceptor,ada2b_human,T (Taste 2),TAS2R19,TAS2R19,t2r19_human,8,25
A (Rhodopsin),&alpha;<sub>2B</sub>,&alpha;<sub>2B</sub>-adrenoceptor,ada2b_human,T (Taste 2),TAS2R20,TAS2R20,t2r20_human,8,24
A (Rhodopsin),&alpha;<sub>2B</sub>,&alpha;<sub>2B</sub>-adrenoceptor,ada2b_human,T (Taste 2),TAS2R30,TAS2R30,t2r30_human,10,26
A (Rhodopsin),&alpha;<sub>2B</sub>,&alpha;<sub>2B</sub>-adrenoceptor,ada2b_human,T (Taste 2),TAS2R31,TAS2R31,t2r31_human,10,26
A (Rhodopsin),&alpha;<sub>2B</sub>,&alpha;<sub>2B</sub>-adrenoceptor,ada2b_human,T (Taste 2),TAS2R38,TAS2R38,t2r38_human,11,24
A (Rhodopsin),&alpha;<sub>2B</sub>,&alpha;<sub>2B</sub>-adrenoceptor,ada2b_human,T (Taste 2),TAS2R39,TAS2R39,t2r39_human,10,23
A (Rhodopsin),&alpha;<sub>2B</sub>,&alpha;<sub>2B</sub>-adrenoceptor,ada2b_human,T (Taste 2),TAS2R40,TAS2R40,t2r40_human,9,23
A (Rhodopsin),&alpha;<sub>2B</sub>,&alpha;<sub>2B</sub>-adrenoceptor,ada2b_human,T (Taste 2),TAS2R41,TAS2R41,t2r41_human,12,28
A (Rhodopsin),&alpha;<sub>2B</sub>,&alpha;<sub>2B</sub>-adrenoceptor,ada2b_human,T (Taste 2),TAS2R42,TAS2R42,t2r42_human,11,25
A (Rhodopsin),&alpha;<sub>2B</sub>,&alpha;<sub>2B</sub>-adrenoceptor,ada2b_human,T (Taste 2),TAS2R43,TAS2R43,t2r43_human,9,26
A (Rhodopsin),&alpha;<sub>2B</sub>,&alpha;<sub>2B</sub>-adrenoceptor,ada2b_human,T (Taste 2),TAS2R45,TAS2R45,t2r45_human,10,27
A (Rhodopsin),&alpha;<sub>2B</sub>,&alpha;<sub>2B</sub>-adrenoceptor,ada2b_human,T (Taste 2),TAS2R46,TAS2R46,t2r46_human,9,24
A (Rhodopsin),&alpha;<sub>2B</sub>,&alpha;<sub>2B</sub>-adrenoceptor,ada2b_human,T (Taste 2),TAS2R50,TAS2R50,t2r50_human,11,25
A (Rhodopsin),&alpha;<sub>2B</sub>,&alpha;<sub>2B</sub>-adrenoceptor,ada2b_human,T (Taste 2),TAS2R60,TAS2R60,t2r60_human,9,27
A (Rhodopsin),&alpha;<sub>2C</sub>,&alpha;<sub>2C</sub>-adrenoceptor,ada2c_human,T (Taste 2),TAS2R1,TAS2R1,ta2r1_human,12,25
A (Rhodopsin),&alpha;<sub>2C</sub>,&alpha;<sub>2C</sub>-adrenoceptor,ada2c_human,T (Taste 2),TAS2R3,TAS2R3,ta2r3_human,8,24
A (Rhodopsin),&alpha;<sub>2C</sub>,&alpha;<sub>2C</sub>-adrenoceptor,ada2c_human,T (Taste 2),TAS2R4,TAS2R4,ta2r4_human,9,27
A (Rhodopsin),&alpha;<sub>2C</sub>,&alpha;<sub>2C</sub>-adrenoceptor,ada2c_human,T (Taste 2),TAS2R5,TAS2R5,ta2r5_human,9,27
A (Rhodopsin),&alpha;<sub>2C</sub>,&alpha;<sub>2C</sub>-adrenoceptor,ada2c_human,T (Taste 2),TAS2R7,TAS2R7,ta2r7_human,10,25
A (Rhodopsin),&alpha;<sub>2C</sub>,&alpha;<sub>2C</sub>-adrenoceptor,ada2c_human,T (Taste 2),TAS2R8,TAS2R8,ta2r8_human,9,26
A (Rhodopsin),&alpha;<sub>2C</sub>,&alpha;<sub>2C</sub>-adrenoceptor,ada2c_human,T (Taste 2),TAS2R9,TAS2R9,ta2r9_human,11,29
A (Rhodopsin),&alpha;<sub>2C</sub>,&alpha;<sub>2C</sub>-adrenoceptor,ada2c_human,T (Taste 2),TAS2R10,TAS2R10,t2r10_human,9,23
A (Rhodopsin),&alpha;<sub>2C</sub>,&alpha;<sub>2C</sub>-adrenoceptor,ada2c_human,T (Taste 2),TAS2R13,TAS2R13,t2r13_human,7,26
A (Rhodopsin),&alpha;<sub>2C</sub>,&alpha;<sub>2C</sub>-adrenoceptor,ada2c_human,T (Taste 2),TAS2R14,TAS2R14,t2r14_human,7,25
A (Rhodopsin),&alpha;<sub>2C</sub>,&alpha;<sub>2C</sub>-adrenoceptor,ada2c_human,T (Taste 2),TAS2R16,TAS2R16,t2r16_human,7,22
A (Rhodopsin),&alpha;<sub>2C</sub>,&alpha;<sub>2C</sub>-adrenoceptor,ada2c_human,T (Taste 2),TAS2R19,TAS2R19,t2r19_human,8,25
A (Rhodopsin),&alpha;<sub>2C</sub>,&alpha;<sub>2C</sub>-adrenoceptor,ada2c_human,T (Taste 2),TAS2R20,TAS2R20,t2r20_human,6,22
A (Rhodopsin),&alpha;<sub>2C</sub>,&alpha;<sub>2C</sub>-adrenoceptor,ada2c_human,T (Taste 2),TAS2R30,TAS2R30,t2r30_human,8,24
A (Rhodopsin),&alpha;<sub>2C</sub>,&alpha;<sub>2C</sub>-adrenoceptor,ada2c_human,T (Taste 2),TAS2R31,TAS2R31,t2r31_human,9,25
A (Rhodopsin),&alpha;<sub>2C</sub>,&alpha;<sub>2C</sub>-adrenoceptor,ada2c_human,T (Taste 2),TAS2R38,TAS2R38,t2r38_human,10,23
A (Rhodopsin),&alpha;<sub>2C</sub>,&alpha;<sub>2C</sub>-adrenoceptor,ada2c_human,T (Taste 2),TAS2R39,TAS2R39,t2r39_human,9,23
A (Rhodopsin),&alpha;<sub>2C</sub>,&alpha;<sub>2C</sub>-adrenoceptor,ada2c_human,T (Taste 2),TAS2R40,TAS2R40,t2r40_human,10,23
A (Rhodopsin),&alpha;<sub>2C</sub>,&alpha;<sub>2C</sub>-adrenoceptor,ada2c_human,T (Taste 2),TAS2R41,TAS2R41,t2r41_human,11,26
A (Rhodopsin),&alpha;<sub>2C</sub>,&alpha;<sub>2C</sub>-adrenoceptor,ada2c_human,T (Taste 2),TAS2R42,TAS2R42,t2r42_human,9,25
A (Rhodopsin),&alpha;<sub>2C</sub>,&alpha;<sub>2C</sub>-adrenoceptor,ada2c_human,T (Taste 2),TAS2R43,TAS2R43,t2r43_human,8,26
A (Rhodopsin),&alpha;<sub>2C</sub>,&alpha;<sub>2C</sub>-adrenoceptor,ada2c_human,T (Taste 2),TAS2R45,TAS2R45,t2r45_human,9,26
A (Rhodopsin),&alpha;<sub>2C</sub>,&alpha;<sub>2C</sub>-adrenoceptor,ada2c_human,T (Taste 2),TAS2R46,TAS2R46,t2r46_human,8,24
A (Rhodopsin),&alpha;<sub>2C</sub>,&alpha;<sub>2C</sub>-adrenoceptor,ada2c_human,T (Taste 2),TAS2R50,TAS2R50,t2r50_human,7,23
A (Rhodopsin),&alpha;<sub>2C</sub>,&alpha;<sub>2C</sub>-adrenoceptor,ada2c_human,T (Taste 2),TAS2R60,TAS2R60,t2r60_human,8,25
A (Rhodopsin),&beta;<sub>1</sub>,&beta;<sub>1</sub>-adrenoceptor,adrb1_human,T (Taste 2),TAS2R1,TAS2R1,ta2r1_human,11,28
A (Rhodopsin),&beta;<sub>1</sub>,&beta;<sub>1</sub>-adrenoceptor,adrb1_human,T (Taste 2),TAS2R3,TAS2R3,ta2r3_human,9,24
A (Rhodopsin),&beta;<sub>1</sub>,&beta;<sub>1</sub>-adrenoceptor,adrb1_human,T (Taste 2),TAS2R4,TAS2R4,ta2r4_human,10,28
A (Rhodopsin),&beta;<sub>1</sub>,&beta;<sub>1</sub>-adrenoceptor,adrb1_human,T (Taste 2),TAS2R5,TAS2R5,ta2r5_human,11,28
A (Rhodopsin),&beta;<sub>1</sub>,&beta;<sub>1</sub>-adrenoceptor,adrb1_human,T (Taste 2),TAS2R7,TAS2R7,ta2r7_human,9,26
A (Rhodopsin),&beta;<sub>1</sub>,&beta;<sub>1</sub>-adrenoceptor,adrb1_human,T (Taste 2),TAS2R8,TAS2R8,ta2r8_human,10,25
A (Rhodopsin),&beta;<sub>1</sub>,&beta;<sub>1</sub>-adrenoceptor,adrb1_human,T (Taste 2),TAS2R9,TAS2R9,ta2r9_human,12,29
A (Rhodopsin),&beta;<sub>1</sub>,&beta;<sub>1</sub>-adrenoceptor,adrb1_human,T (Taste 2),TAS2R10,TAS2R10,t2r10_human,8,24
A (Rhodopsin),&beta;<sub>1</sub>,&beta;<sub>1</sub>-adrenoceptor,adrb1_human,T (Taste 2),TAS2R13,TAS2R13,t2r13_human,7,26
A (Rhodopsin),&beta;<sub>1</sub>,&beta;<sub>1</sub>-adrenoceptor,adrb1_human,T (Taste 2),TAS2R14,TAS2R14,t2r14_human,10,28
A (Rhodopsin),&beta;<sub>1</sub>,&beta;<sub>1</sub>-adrenoceptor,adrb1_human,T (Taste 2),TAS2R16,TAS2R16,t2r16_human,7,25
A (Rhodopsin),&beta;<sub>1</sub>,&beta;<sub>1</sub>-adrenoceptor,adrb1_human,T (Taste 2),TAS2R19,TAS2R19,t2r19_human,7,26
A (Rhodopsin),&beta;<sub>1</sub>,&beta;<sub>1</sub>-adrenoceptor,adrb1_human,T (Taste 2),TAS2R20,TAS2R20,t2r20_human,8,25
A (Rhodopsin),&beta;<sub>1</sub>,&beta;<sub>1</sub>-adrenoceptor,adrb1_human,T (Taste 2),TAS2R30,TAS2R30,t2r30_human,9,28
A (Rhodopsin),&beta;<sub>1</sub>,&beta;<sub>1</sub>-adrenoceptor,adrb1_human,T (Taste 2),TAS2R31,TAS2R31,t2r31_human,9,28
A (Rhodopsin),&beta;<sub>1</sub>,&beta;<sub>1</sub>-adrenoceptor,adrb1_human,T (Taste 2),TAS2R38,TAS2R38,t2r38_human,7,25
A (Rhodopsin),&beta;<sub>1</sub>,&beta;<sub>1</sub>-adrenoceptor,adrb1_human,T (Taste 2),TAS2R39,TAS2R39,t2r39_human,9,25
A (Rhodopsin),&beta;<sub>1</sub>,&beta;<sub>1</sub>-adrenoceptor,adrb1_human,T (Taste 2),TAS2R40,TAS2R40,t2r40_human,8,26
A (Rhodopsin),&beta;<sub>1</sub>,&beta;<sub>1</sub>-adrenoceptor,adrb1_human,T (Taste 2),TAS2R41,TAS2R41,t2r41_human,11,29
A (Rhodopsin),&beta;<sub>1</sub>,&beta;<sub>1</sub>-adrenoceptor,adrb1_human,T (Taste 2),TAS2R42,TAS2R42,t2r42_human,8,25
A (Rhodopsin),&beta;<sub>1</sub>,&beta;<sub>1</sub>-adrenoceptor,adrb1_human,T (Taste 2),TAS2R43,TAS2R43,t2r43_human,8,27
A (Rhodopsin),&beta;<sub>1</sub>,&beta;<sub>1</sub>-adrenoceptor,adrb1_human,T (Taste 2),TAS2R45,TAS2R45,t2r45_human,9,30
A (Rhodopsin),&beta;<sub>1</sub>,&beta;<sub>1</sub>-adrenoceptor,adrb1_human,T (Taste 2),TAS2R46,TAS2R46,t2r46_human,8,27
A (Rhodopsin),&beta;<sub>1</sub>,&beta;<sub>1</sub>-adrenoceptor,adrb1_human,T (Taste 2),TAS2R50,TAS2R50,t2r50_human,9,28
A (Rhodopsin),&beta;<sub>1</sub>,&beta;<sub>1</sub>-adrenoceptor,adrb1_human,T (Taste 2),TAS2R60,TAS2R60,t2r60_human,10,29
A (Rhodopsin),&beta;<sub>2</sub>,&beta;<sub>2</sub>-adrenoceptor,adrb2_human,T (Taste 2),TAS2R1,TAS2R1,ta2r1_human,9,26
A (Rhodopsin),&beta;<sub>2</sub>,&beta;<sub>2</sub>-adrenoceptor,adrb2_human,T (Taste 2),TAS2R3,TAS2R3,ta2r3_human,9,26
A (Rhodopsin),&beta;<sub>2</sub>,&beta;<sub>2</sub>-adrenoceptor,adrb2_human,T (Taste 2),TAS2R4,TAS2R4,ta2r4_human,11,31
A (Rhodopsin),&beta;<sub>2</sub>,&beta;<sub>2</sub>-adrenoceptor,adrb2_human,T (Taste 2),TAS2R5,TAS2R5,ta2r5_human,12,26
A (Rhodopsin),&beta;<sub>2</sub>,&beta;<sub>2</sub>-adrenoceptor,adrb2_human,T (Taste 2),TAS2R7,TAS2R7,ta2r7_human,9,26
A (Rhodopsin),&beta;<sub>2</sub>,&beta;<sub>2</sub>-adrenoceptor,adrb2_human,T (Taste 2),TAS2R8,TAS2R8,ta2r8_human,10,25
A (Rhodopsin),&beta;<sub>2</sub>,&beta;<sub>2</sub>-adrenoceptor,adrb2_human,T (Taste 2),TAS2R9,TAS2R9,ta2r9_human,11,30
A (Rhodopsin),&beta;<sub>2</sub>,&beta;<sub>2</sub>-adrenoceptor,adrb2_human,T (Taste 2),TAS2R10,TAS2R10,t2r10_human,9,25
A (Rhodopsin),&beta;<sub>2</sub>,&beta;<sub>2</sub>-adrenoceptor,adrb2_human,T (Taste 2),TAS2R13,TAS2R13,t2r13_human,8,25
A (Rhodopsin),&beta;<sub>2</sub>,&beta;<sub>2</sub>-adrenoceptor,adrb2_human,T (Taste 2),TAS2R14,TAS2R14,t2r14_human,10,27
A (Rhodopsin),&beta;<sub>2</sub>,&beta;<sub>2</sub>-adrenoceptor,adrb2_human,T (Taste 2),TAS2R16,TAS2R16,t2r16_human,8,24
A (Rhodopsin),&beta;<sub>2</sub>,&beta;<sub>2</sub>-adrenoceptor,adrb2_human,T (Taste 2),TAS2R19,TAS2R19,t2r19_human,9,27
A (Rhodopsin),&beta;<sub>2</sub>,&beta;<sub>2</sub>-adrenoceptor,adrb2_human,T (Taste 2),TAS2R20,TAS2R20,t2r20_human,10,27
A (Rhodopsin),&beta;<sub>2</sub>,&beta;<sub>2</sub>-adrenoceptor,adrb2_human,T (Taste 2),TAS2R30,TAS2R30,t2r30_human,10,29
A (Rhodopsin),&beta;<sub>2</sub>,&beta;<sub>2</sub>-adrenoceptor,adrb2_human,T (Taste 2),TAS2R31,TAS2R31,t2r31_human,9,26
A (Rhodopsin),&beta;<sub>2</sub>,&beta;<sub>2</sub>-adrenoceptor,adrb2_human,T (Taste 2),TAS2R38,TAS2R38,t2r38_human,9,25
A (Rhodopsin),&beta;<sub>2</sub>,&beta;<sub>2</sub>-adrenoceptor,adrb2_human,T (Taste 2),TAS2R39,TAS2R39,t2r39_human,8,25
A (Rhodopsin),&beta;<sub>2</sub>,&beta;<sub>2</sub>-adrenoceptor,adrb2_human,T (Taste 2),TAS2R40,TAS2R40,t2r40_human,10,26
A (Rhodopsin),&beta;<sub>2</sub>,&beta;<sub>2</sub>-adrenoceptor,adrb2_human,T (Taste 2),TAS2R41,TAS2R41,t2r41_human,11,28
A (Rhodopsin),&beta;<sub>2</sub>,&beta;<sub>2</sub>-adrenoceptor,adrb2_human,T (Taste 2),TAS2R42,TAS2R42,t2r42_human,8,24
A (Rhodopsin),&beta;<sub>2</sub>,&beta;<sub>2</sub>-adrenoceptor,adrb2_human,T (Taste 2),TAS2R43,TAS2R43,t2r43_human,9,27
A (Rhodopsin),&beta;<sub>2</sub>,&beta;<sub>2</sub>-adrenoceptor,adrb2_human,T (Taste 2),TAS2R45,TAS2R45,t2r45_human,10,29
A (Rhodopsin),&beta;<sub>2</sub>,&beta;<sub>2</sub>-adrenoceptor,adrb2_human,T (Taste 2),TAS2R46,TAS2R46,t2r46_human,10,27
A (Rhodopsin),&beta;<sub>2</sub>,&beta;<sub>2</sub>-adrenoceptor,adrb2_human,T (Taste 2),TAS2R50,TAS2R50,t2r50_human,10,28
A (Rhodopsin),&beta;<sub>2</sub>,&beta;<sub>2</sub>-adrenoceptor,adrb2_human,T (Taste 2),TAS2R60,TAS2R60,t2r60_human,9,28
A (Rhodopsin),&beta;<sub>3</sub>,&beta;<sub>3</sub>-adrenoceptor,adrb3_human,T (Taste 2),TAS2R1,TAS2R1,ta2r1_human,10,25
A (Rhodopsin),&beta;<sub>3</sub>,&beta;<sub>3</sub>-adrenoceptor,adrb3_human,T (Taste 2),TAS2R3,TAS2R3,ta2r3_human,11,27
A (Rhodopsin),&beta;<sub>3</sub>,&beta;<sub>3</sub>-adrenoceptor,adrb3_human,T (Taste 2),TAS2R4,TAS2R4,ta2r4_human,9,27
A (Rhodopsin),&beta;<sub>3</sub>,&beta;<sub>3</sub>-adrenoceptor,adrb3_human,T (Taste 2),TAS2R5,TAS2R5,ta2r5_human,11,28
A (Rhodopsin),&beta;<sub>3</sub>,&beta;<sub>3</sub>-adrenoceptor,adrb3_human,T (Taste 2),TAS2R7,TAS2R7,ta2r7_human,11,25
A (Rhodopsin),&beta;<sub>3</sub>,&beta;<sub>3</sub>-adrenoceptor,adrb3_human,T (Taste 2),TAS2R8,TAS2R8,ta2r8_human,10,24
A (Rhodopsin),&beta;<sub>3</sub>,&beta;<sub>3</sub>-adrenoceptor,adrb3_human,T (Taste 2),TAS2R9,TAS2R9,ta2r9_human,11,29
A (Rhodopsin),&beta;<sub>3</sub>,&beta;<sub>3</sub>-adrenoceptor,adrb3_human,T (Taste 2),TAS2R10,TAS2R10,t2r10_human,8,25
A (Rhodopsin),&beta;<sub>3</sub>,&beta;<sub>3</sub>-adrenoceptor,adrb3_human,T (Taste 2),TAS2R13,TAS2R13,t2r13_human,8,26
A (Rhodopsin),&beta;<sub>3</sub>,&beta;<sub>3</sub>-adrenoceptor,adrb3_human,T (Taste 2),TAS2R14,TAS2R14,t2r14_human,9,29
A (Rhodopsin),&beta;<sub>3</sub>,&beta;<sub>3</sub>-adrenoceptor,adrb3_human,T (Taste 2),TAS2R16,TAS2R16,t2r16_human,8,22
A (Rhodopsin),&beta;<sub>3</sub>,&beta;<sub>3</sub>-adrenoceptor,adrb3_human,T (Taste 2),TAS2R19,TAS2R19,t2r19_human,9,26
A (Rhodopsin),&beta;<sub>3</sub>,&beta;<sub>3</sub>-adrenoceptor,adrb3_human,T (Taste 2),TAS2R20,TAS2R20,t2r20_human,8,24
A (Rhodopsin),&beta;<sub>3</sub>,&beta;<sub>3</sub>-adrenoceptor,adrb3_human,T (Taste 2),TAS2R30,TAS2R30,t2r30_human,9,28
A (Rhodopsin),&beta;<sub>3</sub>,&beta;<sub>3</sub>-adrenoceptor,adrb3_human,T (Taste 2),TAS2R31,TAS2R31,t2r31_human,9,27
A (Rhodopsin),&beta;<sub>3</sub>,&beta;<sub>3</sub>-adrenoceptor,adrb3_human,T (Taste 2),TAS2R38,TAS2R38,t2r38_human,9,25
A (Rhodopsin),&beta;<sub>3</sub>,&beta;<sub>3</sub>-adrenoceptor,adrb3_human,T (Taste 2),TAS2R39,TAS2R39,t2r39_human,10,26
A (Rhodopsin),&beta;<sub>3</sub>,&beta;<sub>3</sub>-adrenoceptor,adrb3_human,T (Taste 2),TAS2R40,TAS2R40,t2r40_human,8,25
A (Rhodopsin),&beta;<sub>3</sub>,&beta;<sub>3</sub>-adrenoceptor,adrb3_human,T (Taste 2),TAS2R41,TAS2R41,t2r41_human,11,25
A (Rhodopsin),&beta;<sub>3</sub>,&beta;<sub>3</sub>-adrenoceptor,adrb3_human,T (Taste 2),TAS2R42,TAS2R42,t2r42_human,9,24
A (Rhodopsin),&beta;<sub>3</sub>,&beta;<sub>3</sub>-adrenoceptor,adrb3_human,T (Taste 2),TAS2R43,TAS2R43,t2r43_human,9,28
